timestamp,Asset_ID,Open,Close,High,Low,VWAP
2018-01-01,0,8.53,8.45,8.7,7.8,8.25342161672904
2018-01-01,1,13835.194,13432.918,14442.9,12750.0,13412.324716826817
2018-01-01,2,2376.58,2321.52,2444.0,2241.3,2341.541938538295
2018-01-01,5,7.6596,7.638,7.95,7.2,7.602446931286635
2018-01-01,6,738.3025,755.8725,772.98,716.8,746.5763399213691
2018-01-01,7,25.92,29.4985,32.5,25.034,29.67435605388196
2018-01-01,9,225.33,224.108,237.77,212.74,223.7520409296933
2018-01-01,11,329.09,341.175,348.3,316.06,332.73587231909437
2018-01-02,0,8.45,8.715,9.1133,8.0922,8.5624377456269
2018-01-02,1,13427.492000000002,14746.112,15500.0,12798.0,14075.733282076091
2018-01-02,2,2320.8866666666668,2555.44,2745.5,2207.4,2493.7154170791705
2018-01-02,5,7.6401,8.2968,8.6,7.622000000000001,8.169201649744233
2018-01-02,6,756.2249999999997,860.765,899.5,749.06,844.1550160904396
2018-01-02,7,29.4995,31.803,35.0,29.12,31.785708863915872
2018-01-02,9,223.74,251.226,265.0,222.62,246.02317873068927
2018-01-02,11,340.35,364.135,373.74,320.0,354.14285183820755
2018-01-03,0,8.7151,9.304,9.4697,8.2653,8.714450052027521
2018-01-03,1,14748.295999999998,15101.994,15599.7,14150.0,14969.58239336363
2018-01-03,2,2553.57,2553.175,2789.0,2501.0,2610.6261496968873
2018-01-03,5,8.3205,9.43,9.4345,7.8343,8.425593789638558
2018-01-03,6,860.1475,938.3775,954.73,810.0,889.7801124364898
2018-01-03,7,31.871,33.233999999999995,33.79,29.831,31.731924286713674
2018-01-03,9,251.22,243.0,261.49,233.56,247.63255654043567
2018-01-03,11,365.16,385.275,390.0,359.01,377.4349091663597
2018-01-04,0,9.304,9.143,9.6511,8.5595,9.041178868774567
2018-01-04,1,15102.011999999999,15154.76,15500.1,13918.04,14803.1724981538
2018-01-04,2,2558.48,2358.2466666666664,2577.1,2294.8,2415.291430607486
2018-01-04,5,9.43,9.4706,10.503,9.15,9.74712474206521
2018-01-04,6,937.845,943.0325,1009.72,890.01,949.1443963463488
2018-01-04,7,33.194500000000005,34.0715,39.02,30.499,34.24987749957006
2018-01-04,9,243.026,237.514,246.92,219.38,234.19905391175834
2018-01-04,11,385.03,372.5,391.79,352.29,371.4598934211469
2018-01-05,0,9.135,14.8908,16.8172,8.9651,12.650449503894238
2018-01-05,1,15154.766,16949.879999999994,17200.0,14600.0,15975.63684606406
2018-01-05,2,2358.28,2388.633333333333,2530.9,2282.0,2384.3449572184195
2018-01-05,5,9.4704,9.2892,9.85,8.5079,9.027907110065732
2018-01-05,6,942.9225,962.335,1045.0,900.0,978.110732451343
2018-01-05,7,34.0655,31.10100000000001,36.0,30.333,33.23618174623271
2018-01-05,9,237.53400000000002,243.052,260.0,230.0,243.74803821038185
2018-01-05,11,372.5,353.44,388.0,340.03,362.9855253449817
2018-01-06,0,14.8908,22.6,23.6,14.6999,18.25231467301375
2018-01-06,1,16949.738,17117.4425,17252.0,16011.21,16686.86998127284
2018-01-06,2,2390.105,2527.54,2649.0,2315.1,2477.0112041532925
2018-01-06,5,9.2895,9.8285,9.899,8.7187,9.410267351561895
2018-01-06,6,961.865,1003.155,1017.56,950.0,988.6590552765034
2018-01-06,7,31.1195,33.948,35.107,30.705,32.87138170604272
2018-01-06,9,243.19,278.442,315.0,238.73,281.2384871783119
2018-01-06,11,356.125,391.005,395.49,350.08,375.3516792987625
2018-01-07,0,22.6,18.594,22.6599,18.05,20.30488929288948
2018-01-07,1,17112.744,16158.133999999998,17178.0,15610.0,16457.84125315419
2018-01-07,2,2527.46,2524.755,2758.9,2454.3,2612.449708702833
2018-01-07,5,9.8256,10.131,10.9,9.7553,10.194729658152879
2018-01-07,6,1003.345,1113.7975,1125.0,997.87,1066.0624133546346
2018-01-07,7,33.957,35.2265,36.58,33.632,35.00222993335734
2018-01-07,9,278.1775,270.8275,289.0,252.4,277.4699246054688
2018-01-07,11,391.01,397.645,420.0,380.0,407.95317051394824
2018-01-08,0,18.5375,17.9971,19.2999,14.0018,17.132930275776275
2018-01-08,1,16195.0125,14965.173999999999,16322.3,12812.0,15066.566169006011
2018-01-08,2,2524.895,2402.81,2590.2,2192.6,2406.4421882338247
2018-01-08,5,10.151,9.5985,10.39,8.1348,9.30364830075824
2018-01-08,6,1113.7975,1134.0725,1239.18,910.0,1124.958555142898
2018-01-08,7,35.365,33.711,38.563,28.25,34.091599785229874
2018-01-08,9,270.9875,253.952,274.0,212.74,254.23969938515842
2018-01-08,11,397.775,400.87,406.23,345.67,385.2672768262159
2018-01-09,0,18.04,17.399,20.6114,16.435,18.266234942039617
2018-01-09,1,14963.832,14445.22,15500.0,14011.05,14779.588727768507
2018-01-09,2,2405.666666666667,2374.876666666667,2493.0,2303.1,2401.7191705580535
2018-01-09,5,9.5834,9.2169,9.7429,8.74,9.334295694595388
2018-01-09,6,1133.8975,1287.45,1326.5,1104.85,1208.701692001526
2018-01-09,7,33.706,37.6655,38.989,31.029,34.70613458114203
2018-01-09,9,253.6,245.80599999999998,290.0,228.24,249.86252436030244
2018-01-09,11,401.435,411.23,448.74,392.02,424.4520385272406
2018-01-10,0,17.3992,17.5,17.5554,14.6004,16.023041633669177
2018-01-10,1,14447.802,14900.742000000002,14979.0,13131.31,14148.323309571908
2018-01-10,2,2373.1066666666666,2856.856666666666,2956.0,2231.0,2597.472709313693
2018-01-10,5,9.2353,11.2,11.48,8.3625,10.26172995148823
2018-01-10,6,1287.2025,1246.49,1440.0,1200.0,1305.2725519572377
2018-01-10,7,37.663,36.344,39.0,32.4,36.809971818329174
2018-01-10,9,245.53000000000003,249.37,254.97,225.05,240.82581668943482
2018-01-10,11,409.87,402.85,426.0,360.41,392.6545960754125
2018-01-11,0,17.5,21.2024,23.1079,13.66,18.686498457762504
2018-01-11,1,14904.432,13268.79,15055.0,11400.0,13525.707831880749
2018-01-11,2,2855.003333333333,2435.08,2960.0,2310.0,2555.396767815868
2018-01-11,5,11.2,11.272,12.459,8.9,10.770365242535657
2018-01-11,6,1246.9325,1137.964,1335.0,1021.0,1196.4745699312834
2018-01-11,7,36.368,32.504999999999995,37.7,29.627,33.31125597016875
2018-01-11,9,249.37599999999998,225.904,254.0,195.03,231.20102449567295
2018-01-11,11,403.41,352.38,417.72,340.0,372.0886794829316
2018-01-12,0,21.1022,22.1999,25.18,19.1,22.57617021402577
2018-01-12,1,13270.808,13782.484,14152.19,12500.0,13607.386252597846
2018-01-12,2,2435.600000000001,2593.6075,2649.99,2336.84,2528.1306713014947
2018-01-12,5,11.276,13.802,15.24,10.565,13.356892796615359
2018-01-12,6,1138.102,1256.4625,1290.0,1069.01,1210.9181903333133
2018-01-12,7,32.507000000000005,35.707,36.894,31.011,33.98655028058473
2018-01-12,9,225.644,234.62400000000002,242.0,213.01,232.36504683171128
2018-01-12,11,352.67,388.2,392.0,340.0,371.1495445815504
2018-01-13,0,22.1999,22.1,23.4998,21.04,22.11322448062495
2018-01-13,1,13793.236,14233.503333333332,17200.0,13266.3,14209.516970838416
2018-01-13,2,2596.6475,2661.4833333333336,2900.0,2000.0,2681.8335033192457
2018-01-13,5,13.802,16.0,18.67,13.431,16.41874743174118
2018-01-13,6,1256.908,1386.3016666666665,1594.89,1200.1,1349.5210102735568
2018-01-13,7,35.707,42.083,147.477,33.8,39.41116262450561
2018-01-13,9,234.62599999999998,258.718,266.65,230.7,246.6015460675221
2018-01-13,11,388.2,416.12,455.98,0.01,412.5975936293107
2018-01-14,0,22.0252,20.4541,22.1,18.21,19.944250130725138
2018-01-14,1,14233.051666666668,13587.838333333333,14500.0,12569.2,13532.611690480973
2018-01-14,2,2663.656,2532.67,2746.5,2400.0,2566.6352395938347
2018-01-14,5,16.0,13.25,16.134,12.888,14.193512483294738
2018-01-14,6,1385.7700000000002,1353.595,1404.95,1220.89,1325.6491070135369
2018-01-14,7,42.09033333333335,42.158,47.29600000000001,39.101,43.370543022330835
2018-01-14,9,258.6116666666667,236.29666666666665,280.0,222.0,246.2643641662665
2018-01-14,11,415.49,392.87,434.99,348.0,404.2069024205145
2018-01-15,0,20.4546,19.3396,23.231,19.0113,20.97651688997038
2018-01-15,1,13589.551666666664,13567.566666666668,14438.9,13100.0,13794.199577922916
2018-01-15,2,2521.41716825,2384.92,2570.7,2230.0,2445.4403121233727
2018-01-15,5,13.25,12.795,14.7,12.67,13.723289726965271
2018-01-15,6,1354.0016666666666,1274.4133333333334,1386.0,1250.0,1317.0158657008053
2018-01-15,7,42.2845,39.98566666666667,43.983,31.499,41.75511647001872
2018-01-15,9,236.475,231.158,247.48,227.6,237.0262805655518
2018-01-15,11,392.61,412.64,449.18,381.58,418.1049537659454
2018-01-16,0,19.4376,13.1996,19.4475,9.89,14.058036268624551
2018-01-16,1,13564.425,11228.081666666667,13643.66,9035.0,11707.96409618207
2018-01-16,2,2387.112,1773.9620000000002,2411.8,1500.0,1970.9209400845973
2018-01-16,5,12.795,9.905,13.1,8.01,10.730686001460429
2018-01-16,6,1273.9633333333334,1036.2466666666667,1285.57,780.0,1061.212845963936
2018-01-16,7,40.03066666666667,27.83533333333333,40.35,20.11,32.01828472738321
2018-01-16,9,231.15833333333333,183.858,242.0,135.67,193.75388020506395
2018-01-16,11,412.58,316.595,419.41,255.66,344.36642603509364
2018-01-17,0,13.0262,14.105,15.7,9.4001,12.276225459460646
2018-01-17,1,11229.81,11097.348333333333,12358.89,9005.0,10433.257180909271
2018-01-17,2,1773.11,1744.4520000000002,2150.0,1319.3,1633.8396540011443
2018-01-17,5,9.875,10.095,10.563,7.5,9.01919878963932
2018-01-17,6,1035.9466666666667,1014.5566666666667,1164.0,755.0,920.4940463526578
2018-01-17,7,27.81166666666667,28.680999999999997,32.001,21.8,26.435418099248274
2018-01-17,9,183.824,186.08166666666668,216.0,135.0,170.13117157950987
2018-01-17,11,316.22,318.9,341.39,225.1,291.1443325071011
2018-01-18,0,14.1191,14.1397,15.9,13.0203,14.57667047804248
2018-01-18,1,11090.39,11150.153333333335,12262.3,10435.33,11387.344181027987
2018-01-18,2,1745.5780000000002,1709.7425,2020.18,1635.49,1799.7296842824849
2018-01-18,5,10.095,10.216000000000001,11.481,9.55,10.484951965604521
2018-01-18,6,1015.36,1010.2416666666667,1115.0,924.21,1028.031186217447
2018-01-18,7,28.891,29.605,33.58,27.01,30.18966568483773
2018-01-18,9,186.1483333333333,189.94166666666663,211.0,170.5,191.87981963429885
2018-01-18,11,320.665,311.5,353.39,297.79,326.06499498475455
2018-01-19,0,14.0405,14.9447,15.4799,13.501,14.600160337313639
2018-01-19,1,11154.763333333334,11519.118333333332,12050.39,10360.0,11389.466514123571
2018-01-19,2,1713.2620000000006,1756.9433333333334,1900.0,1666.0,1780.4971373874807
2018-01-19,5,10.2105,11.1325,11.85,9.58,10.733102428974705
2018-01-19,6,1010.0266666666668,1037.43,1105.0,941.0,1034.1591241311637
2018-01-19,7,29.608,31.7325,34.69,28.07,31.547462756474665
2018-01-19,9,189.83166666666668,192.56500000000003,203.92,176.04,191.99740355601597
2018-01-19,11,311.3350000000001,364.27,371.55,300.96,334.73319184930006
2018-01-20,0,14.9447,16.1712,16.68,14.8249,15.850246145939003
2018-01-20,1,11520.573333333336,12777.483333333332,13099.0,11407.0,12458.813199750874
2018-01-20,2,1760.332,2025.126,2127.9,1742.1,1941.7687736482953
2018-01-20,5,11.1275,15.592,15.95,11.036,13.677717305744167
2018-01-20,6,1038.2283333333332,1151.1466666666668,1171.0,1029.2,1114.1462744774292
2018-01-20,7,31.745,34.9795,35.727,31.463,33.703753916471136
2018-01-20,9,192.835,210.69333333333336,216.6,190.67,204.70322883487975
2018-01-20,11,365.655,382.79,409.74,353.59,384.50016927921024
2018-01-21,0,16.1602,14.1334,16.26,13.0339,14.347805479380387
2018-01-21,1,12780.078333333333,11529.506666666668,12845.8,10965.0,11805.54792638908
2018-01-21,2,2025.806,1769.8633333333335,2039.4,1684.1,1823.6687002488604
2018-01-21,5,15.5835,13.470999999999998,15.82,11.992,13.480574993247243
2018-01-21,6,1150.7883333333332,1048.0600000000004,1158.0,925.11,1069.4184928876327
2018-01-21,7,35.131,30.36633333333333,36.288,28.685,31.630155396407943
2018-01-21,9,210.3375,190.52166666666668,211.65,180.0,193.8160117665779
2018-01-21,11,382.2,346.21,415.0,328.29,355.8313220003102
2018-01-22,0,14.1334,12.91,14.4978,11.6101,13.038797209163079
2018-01-22,1,11534.773333333333,10787.840000000002,11968.5,9900.24,10881.667413289491
2018-01-22,2,1775.55,1606.2320000000002,1821.31,1501.1,1639.3072066807224
2018-01-22,5,13.4875,13.4905,15.28,12.449000000000002,13.71751472691373
2018-01-22,6,1049.2333333333333,997.19,1092.0,908.0,996.8613055284535
2018-01-22,7,30.3625,29.113000000000003,33.24,26.23,29.60582084768828
2018-01-22,9,190.6133333333333,179.236,196.0,163.44,178.67055903074592
2018-01-22,11,347.39,313.86,362.38,285.0,316.95941267407443
2018-01-23,0,12.9149,13.1022,13.9,11.637,12.891075587278122
2018-01-23,1,10788.008333333333,10819.316666666668,11456.0,9900.0,10681.044045149725
2018-01-23,2,1607.542,1615.484,1699.0,1480.0,1593.5763341665115
2018-01-23,5,13.492,12.888,13.925999999999998,11.6,12.89706374870434
2018-01-23,6,997.6716666666664,983.035,1030.0,905.0,974.1220797295006
2018-01-23,7,29.0705,28.096,30.87,25.964,28.288259621005384
2018-01-23,9,179.27333333333337,177.334,187.39,161.17,175.7015990455259
2018-01-23,11,314.42,307.725,324.99,283.65,306.55248206674935
2018-01-24,0,13.1494,13.8,14.3,12.6,13.497272639731255
2018-01-24,1,10820.176666666666,11376.668333333333,11570.48,10350.0,11012.581953912575
2018-01-24,2,1615.2240000000006,1651.4820000000002,1682.4,1497.44,1614.0167617764928
2018-01-24,5,12.878,13.909,13.97,12.24,13.15764259054131
2018-01-24,6,983.4533333333333,1062.4983333333332,1074.0,935.0,1012.1539094537866
2018-01-24,7,28.16566666666667,29.67766666666667,30.41,27.5,28.960192730010817
2018-01-24,9,177.56,180.64666666666668,186.3,170.0,178.60680659153772
2018-01-24,11,307.31,319.015,324.7,296.66,312.6552141564735
2018-01-25,0,13.7998,13.1905,14.1516,13.01,13.597665494050496
2018-01-25,1,11376.401957199998,11157.056666666665,12000.0,10845.0,11304.26574879194
2018-01-25,2,1650.4919999999993,1632.66,1713.1,1584.0,1653.1848397618219
2018-01-25,5,13.9225,14.2805,15.1,13.473,14.287373133230917
2018-01-25,6,1062.1066666666666,1049.3233333333335,1115.0,1000.01,1064.3869609159851
2018-01-25,7,29.68166666666667,29.0605,30.53,28.462,29.538576680248127
2018-01-25,9,180.67,179.15,186.77,174.84,180.6612127011389
2018-01-25,11,318.88,315.4,327.7,305.02,316.1048041702831
2018-01-26,0,13.1905,13.1344,13.5989,12.01,12.83171668859999
2018-01-26,1,11155.385,11086.44,11700.0,10263.32,10896.234000463844
2018-01-26,2,1631.8775,1591.87,1681.02,1475.36,1574.3681906921263
2018-01-26,5,14.2855,14.2955,14.83,12.8,13.899175726381207
2018-01-26,6,1049.0866666666666,1048.914,1085.0,982.0,1033.71111275705
2018-01-26,7,29.17,28.6035,29.86,26.464,27.966418024876738
2018-01-26,9,179.10333333333335,175.72333333333333,183.23,164.49,174.26254875305304
2018-01-26,11,315.47,321.93,329.0,288.32,308.8844626306295
2018-01-27,0,13.169,13.3945,13.550999999999998,12.85,13.240324907528711
2018-01-27,1,11086.436666666665,11420.443333333335,11689.0,10800.0,11251.667233507345
2018-01-27,2,1592.5220000000004,1627.2925,1698.26,1555.1,1615.3397693654244
2018-01-27,5,14.298,14.37,14.745,13.855,14.315031147662209
2018-01-27,6,1048.8516666666667,1111.3333333333333,1127.99,1027.0,1080.2952794399498
2018-01-27,7,28.61633333333333,29.57666666666667,30.299,27.82,28.994809931355647
2018-01-27,9,175.79333333333335,181.32800000000003,185.89,172.5,179.2377292553835
2018-01-27,11,322.85,322.005,334.84,308.74,323.0056475190356
2018-01-28,0,13.3991,13.7739,14.0235,13.3,13.724502758732228
2018-01-28,1,11421.138333333334,11733.851666666667,12274.25,11100.0,11711.67380547167
